Activity,Type,Start,Finish,Details
Feeding,Left breast,"2020-07-22,  9:10 PM","2020-07-22,  9:11 PM",
Feeding,Left breast,"2020-07-22,  9:07 PM","2020-07-22,  9:09 PM",
Leisure,Bath time,"2020-07-22,  8:45 PM","2020-07-22,  9:00 PM",
Diapers,Wet,"2020-07-22,  8:43 PM","2020-07-22,  8:43 PM",
Growth,Height,"2020-07-22,  8:37 PM","2020-07-22,  8:37 PM",70cm
Growth,Head,"2020-07-22,  8:37 PM","2020-07-22,  8:37 PM",43.5cm
Leisure,Outdoors,"2020-07-22,  6:30 PM","2020-07-22,  7:25 PM",
Diapers,Mixed,"2020-07-22,  6:00 PM","2020-07-22,  6:00 PM",
Feeding,Right breast,"2020-07-22,  5:15 PM","2020-07-22,  5:53 PM",
Sleep,,"2020-07-22,  5:11 PM","2020-07-22,  5:54 PM",
Feeding,Right breast,"2020-07-22,  5:10 PM","2020-07-22,  5:11 PM",
Feeding,Right breast,"2020-07-22,  5:08 PM","2020-07-22,  5:09 PM",
Feeding,Right breast,"2020-07-22,  5:07 PM","2020-07-22,  5:07 PM",
Feeding,Right breast,"2020-07-22,  5:07 PM","2020-07-22,  5:07 PM",
Diapers,Mixed,"2020-07-22,  4:57 PM","2020-07-22,  4:57 PM",
Feeding,Right breast,"2020-07-22,  4:47 PM","2020-07-22,  4:48 PM",
Diapers,Mixed,"2020-07-22,  3:36 PM","2020-07-22,  3:36 PM",
Feeding,Right breast,"2020-07-22,  3:21 PM","2020-07-22,  3:21 PM",
Feeding,Right breast,"2020-07-22,  3:20 PM","2020-07-22,  3:20 PM",
Feeding,Right breast,"2020-07-22,  3:14 PM","2020-07-22,  3:18 PM",
Feeding,Right breast,"2020-07-22,  3:05 PM","2020-07-22,  3:05 PM",
Feeding,Right breast,"2020-07-22,  3:01 PM","2020-07-22,  3:03 PM",
Sleep,,"2020-07-22,  2:51 PM","2020-07-22,  3:21 PM",
Feeding,Right breast,"2020-07-22,  2:49 PM","2020-07-22,  2:49 PM",
Sleep,,"2020-07-22,  1:30 PM","2020-07-22,  2:48 PM",
Feeding,Left breast,"2020-07-22,  1:22 PM","2020-07-22,  1:54 PM",
Feeding,Left breast,"2020-07-22,  1:20 PM","2020-07-22,  1:22 PM",
Feeding,Left breast,"2020-07-22,  1:20 PM","2020-07-22,  1:20 PM",
Feeding,Left breast,"2020-07-22,  1:00 PM","2020-07-22,  1:00 PM",
Feeding,Left breast,"2020-07-22,  12:59 PM","2020-07-22,  1:00 PM",
Feeding,Left breast,"2020-07-22,  12:40 PM","2020-07-22,  12:40 PM",
Feeding,Right breast,"2020-07-22,  11:04 AM","2020-07-22,  11:08 AM",
Sleep,,"2020-07-22,  11:00 AM","2020-07-22,  11:16 AM",
Feeding,Right breast,"2020-07-22,  10:49 AM","2020-07-22,  10:51 AM",
Feeding,Right breast,"2020-07-22,  10:38 AM","2020-07-22,  10:38 AM",
Diapers,Mixed,"2020-07-22,  10:00 AM","2020-07-22,  10:00 AM",
Sleep,,"2020-07-22,  9:31 AM","2020-07-22,  9:45 AM",
Feeding,Right breast,"2020-07-22,  9:21 AM","2020-07-22,  9:27 AM",
Feeding,Right breast,"2020-07-22,  9:20 AM","2020-07-22,  9:20 AM",
Feeding,Right breast,"2020-07-22,  9:14 AM","2020-07-22,  9:15 AM",
Sleep,,"2020-07-22,  8:31 AM","2020-07-22,  9:07 AM",
Diapers,Wet,"2020-07-22,  7:40 AM","2020-07-22,  7:40 AM",
Sleep,,"2020-07-22,  7:12 AM","2020-07-22,  7:28 AM",
Feeding,Left breast,"2020-07-22,  7:04 AM","2020-07-22,  7:23 AM",
Sleep,,"2020-07-22,  3:15 AM","2020-07-22,  7:00 AM",
Feeding,Right breast,"2020-07-22,  3:14 AM","2020-07-22,  3:34 AM",
Feeding,Left breast,"2020-07-21,  11:51 PM","2020-07-22,  12:00 AM",
Feeding,Right breast,"2020-07-21,  9:56 PM","2020-07-21,  10:29 PM",
Feeding,Right breast,"2020-07-21,  9:48 PM","2020-07-21,  9:52 PM",
Feeding,Right breast,"2020-07-21,  9:47 PM","2020-07-21,  9:47 PM",
Sleep,,"2020-07-21,  9:46 PM","2020-07-22,  3:14 AM",
Feeding,Right breast,"2020-07-21,  9:44 PM","2020-07-21,  9:44 PM",
Feeding,Right breast,"2020-07-21,  9:41 PM","2020-07-21,  9:43 PM",
Feeding,Right breast,"2020-07-21,  9:40 PM","2020-07-21,  9:40 PM",
Feeding,Right breast,"2020-07-21,  9:36 PM","2020-07-21,  9:36 PM",
Feeding,Right breast,"2020-07-21,  9:35 PM","2020-07-21,  9:35 PM",
Feeding,Right breast,"2020-07-21,  9:33 PM","2020-07-21,  9:33 PM",
Feeding,Right breast,"2020-07-21,  9:32 PM","2020-07-21,  9:32 PM",
Feeding,Right breast,"2020-07-21,  9:08 PM","2020-07-21,  9:08 PM",
Feeding,Right breast,"2020-07-21,  9:07 PM","2020-07-21,  9:07 PM",
Growth,Weight,"2020-07-21,  9:05 PM","2020-07-21,  9:05 PM",7.2kg
Leisure,Bath time,"2020-07-21,  8:55 PM","2020-07-21,  9:04 PM",
Diapers,Wet,"2020-07-21,  8:50 PM","2020-07-21,  8:50 PM",
Feeding,Right breast,"2020-07-21,  8:34 PM","2020-07-21,  8:38 PM",
Diapers,Wet,"2020-07-21,  8:34 PM","2020-07-21,  8:34 PM",
Sleep,,"2020-07-21,  7:37 PM","2020-07-21,  8:01 PM",
Diapers,Wet,"2020-07-21,  6:45 PM","2020-07-21,  6:45 PM",
Leisure,Outdoors,"2020-07-21,  6:26 PM","2020-07-21,  8:01 PM",
Feeding,Left breast,"2020-07-21,  5:14 PM","2020-07-21,  5:30 PM",
Feeding,Left breast,"2020-07-21,  5:07 PM","2020-07-21,  5:10 PM",
Sleep,,"2020-07-21,  5:07 PM","2020-07-21,  5:35 PM",
Feeding,Left breast,"2020-07-21,  5:01 PM","2020-07-21,  5:05 PM",
Feeding,Left breast,"2020-07-21,  5:00 PM","2020-07-21,  5:01 PM",
Feeding,Left breast,"2020-07-21,  4:58 PM","2020-07-21,  4:59 PM",
Diapers,Mixed,"2020-07-21,  3:34 PM","2020-07-21,  3:34 PM",
Sleep,,"2020-07-21,  1:41 PM","2020-07-21,  2:08 PM",
Feeding,Right breast,"2020-07-21,  1:40 PM","2020-07-21,  2:07 PM",
Feeding,Right breast,"2020-07-21,  12:02 PM","2020-07-21,  12:06 PM",
Diapers,Mixed,"2020-07-21,  11:50 AM","2020-07-21,  11:50 AM",
Feeding,Left breast,"2020-07-21,  10:55 AM","2020-07-21,  10:56 AM",
Feeding,Left breast,"2020-07-21,  10:50 AM","2020-07-21,  10:52 AM",
Feeding,Right breast,"2020-07-21,  8:23 AM","2020-07-21,  8:27 AM",
Sleep,,"2020-07-21,  8:21 AM","2020-07-21,  10:40 AM",
Feeding,Right breast,"2020-07-21,  8:15 AM","2020-07-21,  8:16 AM",
Feeding,Right breast,"2020-07-21,  8:14 AM","2020-07-21,  8:14 AM",
Feeding,Right breast,"2020-07-21,  8:10 AM","2020-07-21,  8:10 AM",
Diapers,Wet,"2020-07-21,  7:44 AM","2020-07-21,  7:44 AM",
Feeding,Right breast,"2020-07-21,  7:33 AM","2020-07-21,  7:33 AM",
Feeding,Right breast,"2020-07-21,  7:32 AM","2020-07-21,  7:32 AM",
Feeding,Right breast,"2020-07-21,  7:31 AM","2020-07-21,  7:31 AM",
Feeding,Right breast,"2020-07-21,  7:30 AM","2020-07-21,  7:31 AM",
Feeding,Right breast,"2020-07-21,  7:29 AM","2020-07-21,  7:29 AM",
Feeding,Right breast,"2020-07-21,  7:22 AM","2020-07-21,  7:28 AM",
Sleep,,"2020-07-21,  4:15 AM","2020-07-21,  7:15 AM",
Feeding,Left breast,"2020-07-21,  4:14 AM","2020-07-21,  4:26 AM",
Sleep,,"2020-07-21,  1:11 AM","2020-07-21,  4:10 AM",
Feeding,Right breast,"2020-07-21,  1:01 AM","2020-07-21,  1:39 AM",
Sleep,,"2020-07-20,  11:19 PM","2020-07-21,  1:00 AM",
Feeding,Right breast,"2020-07-20,  10:58 PM","2020-07-20,  11:01 PM",
Feeding,Right breast,"2020-07-20,  10:53 PM","2020-07-20,  10:57 PM",
Leisure,Bath time,"2020-07-20,  10:07 PM","2020-07-20,  10:20 PM",
Diapers,Mixed,"2020-07-20,  10:00 PM","2020-07-20,  10:00 PM",
Sleep,,"2020-07-20,  9:17 PM","2020-07-20,  9:41 PM",
Feeding,Left breast,"2020-07-20,  9:13 PM","2020-07-20,  9:37 PM",
Feeding,Left breast,"2020-07-20,  9:10 PM","2020-07-20,  9:12 PM",
Diapers,Mixed,"2020-07-20,  9:00 PM","2020-07-20,  9:00 PM",
Diapers,Wet,"2020-07-20,  7:39 PM","2020-07-20,  7:39 PM",
Leisure,Outdoors,"2020-07-20,  7:35 PM","2020-07-20,  9:00 PM",
Diapers,Mixed,"2020-07-20,  6:21 PM","2020-07-20,  6:21 PM",
Feeding,Right breast,"2020-07-20,  4:53 PM","2020-07-20,  5:15 PM",
Feeding,Right breast,"2020-07-20,  4:46 PM","2020-07-20,  4:48 PM",
Sleep,,"2020-07-20,  4:46 PM","2020-07-20,  5:15 PM",
Feeding,Right breast,"2020-07-20,  4:42 PM","2020-07-20,  4:42 PM",
Feeding,Right breast,"2020-07-20,  4:37 PM","2020-07-20,  4:37 PM",
Diapers,Mixed,"2020-07-20,  3:24 PM","2020-07-20,  3:24 PM",
Sleep,,"2020-07-20,  2:40 PM","2020-07-20,  2:59 PM",
Feeding,Left breast,"2020-07-20,  2:38 PM","2020-07-20,  2:49 PM",
Feeding,Left breast,"2020-07-20,  2:32 PM","2020-07-20,  2:36 PM",
Feeding,Left breast,"2020-07-20,  2:24 PM","2020-07-20,  2:25 PM",
Feeding,Left breast,"2020-07-20,  2:19 PM","2020-07-20,  2:20 PM",
Feeding,Left breast,"2020-07-20,  2:16 PM","2020-07-20,  2:18 PM",
Feeding,Left breast,"2020-07-20,  2:16 PM","2020-07-20,  2:16 PM",
Feeding,Left breast,"2020-07-20,  1:34 PM","2020-07-20,  1:36 PM",
Diapers,Mixed,"2020-07-20,  1:11 PM","2020-07-20,  1:11 PM",
Feeding,Right breast,"2020-07-20,  12:46 PM","2020-07-20,  12:46 PM",
Feeding,Right breast,"2020-07-20,  12:43 PM","2020-07-20,  12:45 PM",
Sleep,,"2020-07-20,  12:03 PM","2020-07-20,  12:48 PM",
Feeding,Right breast,"2020-07-20,  11:59 AM","2020-07-20,  11:59 AM",
Feeding,Right breast,"2020-07-20,  11:57 AM","2020-07-20,  11:57 AM",
Feeding,Right breast,"2020-07-20,  11:55 AM","2020-07-20,  11:56 AM",
Feeding,Right breast,"2020-07-20,  11:53 AM","2020-07-20,  11:54 AM",
Feeding,Right breast,"2020-07-20,  10:40 AM","2020-07-20,  10:42 AM",
Feeding,Right breast,"2020-07-20,  10:33 AM","2020-07-20,  10:40 AM",
Diapers,Mixed,"2020-07-20,  10:30 AM","2020-07-20,  10:30 AM",
Feeding,Left breast,"2020-07-20,  8:17 AM","2020-07-20,  8:26 AM",
Sleep,,"2020-07-20,  5:26 AM","2020-07-20,  10:32 AM",
Feeding,Right breast,"2020-07-20,  4:44 AM","2020-07-20,  4:52 AM",
Feeding,Right breast,"2020-07-20,  4:11 AM","2020-07-20,  4:18 AM",
Diapers,Wet,"2020-07-20,  4:06 AM","2020-07-20,  4:06 AM",
Feeding,Right breast,"2020-07-20,  4:05 AM","2020-07-20,  4:07 AM",
Feeding,Left breast,"2020-07-20,  1:11 AM","2020-07-20,  1:40 AM",
Feeding,Right breast,"2020-07-19,  10:34 PM","2020-07-19,  10:48 PM",
Diapers,Wet,"2020-07-19,  10:11 PM","2020-07-19,  10:11 PM",
Sleep,,"2020-07-19,  10:10 PM","2020-07-20,  3:53 AM",
Feeding,Right breast,"2020-07-19,  10:08 PM","2020-07-19,  10:09 PM",
Leisure,Outdoors,"2020-07-19,  8:50 PM","2020-07-19,  9:40 PM",
Diapers,Mixed,"2020-07-19,  8:21 PM","2020-07-19,  8:21 PM",
Feeding,Right breast,"2020-07-19,  7:15 PM","2020-07-19,  7:21 PM",
Feeding,Right breast,"2020-07-19,  7:09 PM","2020-07-19,  7:09 PM",
Feeding,Right breast,"2020-07-19,  7:00 PM","2020-07-19,  7:04 PM",
Feeding,Right breast,"2020-07-19,  6:50 PM","2020-07-19,  6:53 PM",
Sleep,,"2020-07-19,  6:46 PM","2020-07-19,  7:22 PM",
Feeding,Right breast,"2020-07-19,  6:43 PM","2020-07-19,  6:44 PM",
Feeding,Right breast,"2020-07-19,  6:42 PM","2020-07-19,  6:43 PM",
Feeding,Right breast,"2020-07-19,  6:41 PM","2020-07-19,  6:42 PM",
Sleep,,"2020-07-19,  5:10 PM","2020-07-19,  6:27 PM",
Feeding,Left breast,"2020-07-19,  4:59 PM","2020-07-19,  5:27 PM",
Feeding,Left breast,"2020-07-19,  4:56 PM","2020-07-19,  4:58 PM",
Diapers,Mixed,"2020-07-19,  4:51 PM","2020-07-19,  4:51 PM",
Feeding,Left breast,"2020-07-19,  4:51 PM","2020-07-19,  4:52 PM",
Feeding,Left breast,"2020-07-19,  4:25 PM","2020-07-19,  4:29 PM",
Feeding,Left breast,"2020-07-19,  4:23 PM","2020-07-19,  4:25 PM",
Sleep,,"2020-07-19,  2:41 PM","2020-07-19,  2:51 PM",
Feeding,Left breast,"2020-07-19,  2:38 PM","2020-07-19,  2:39 PM",
Feeding,Left breast,"2020-07-19,  2:30 PM","2020-07-19,  2:34 PM",
Feeding,Left breast,"2020-07-19,  2:29 PM","2020-07-19,  2:30 PM",
Diapers,Wet,"2020-07-19,  1:20 PM","2020-07-19,  1:20 PM",
Feeding,Right breast,"2020-07-19,  12:52 PM","2020-07-19,  12:57 PM",
Sleep,,"2020-07-19,  12:52 PM","2020-07-19,  1:03 PM",
Feeding,Right breast,"2020-07-19,  12:45 PM","2020-07-19,  12:52 PM",
Sleep,,"2020-07-19,  11:05 AM","2020-07-19,  12:45 PM",
Feeding,Right breast,"2020-07-19,  10:56 AM","2020-07-19,  10:57 AM",
Diapers,Dirty,"2020-07-19,  10:55 AM","2020-07-19,  10:55 AM",
Feeding,Right breast,"2020-07-19,  10:54 AM","2020-07-19,  10:56 AM",
Feeding,Right breast,"2020-07-19,  10:32 AM","2020-07-19,  10:34 AM",
Diapers,Mixed,"2020-07-19,  10:21 AM","2020-07-19,  10:21 AM",
Sleep,,"2020-07-19,  8:43 AM","2020-07-19,  9:26 AM",
Feeding,Left breast,"2020-07-19,  8:43 AM","2020-07-19,  9:24 AM",
Sleep,,"2020-07-19,  6:42 AM","2020-07-19,  8:41 AM",
Diapers,Mixed,"2020-07-19,  6:16 AM","2020-07-19,  6:16 AM",
Feeding,Right breast,"2020-07-19,  6:00 AM","2020-07-19,  6:03 AM",
Feeding,Right breast,"2020-07-19,  5:35 AM","2020-07-19,  5:45 AM",
Sleep,,"2020-07-19,  2:48 AM","2020-07-19,  5:50 AM",
Feeding,Left breast,"2020-07-19,  1:25 AM","2020-07-19,  1:56 AM",
Sleep,,"2020-07-18,  11:00 PM","2020-07-19,  2:02 AM",
Diapers,Wet,"2020-07-18,  10:53 PM","2020-07-18,  10:53 PM",
Feeding,Right breast,"2020-07-18,  10:53 PM","2020-07-18,  11:09 PM",
Sleep,,"2020-07-18,  10:03 PM","2020-07-18,  10:34 PM",
Diapers,Wet,"2020-07-18,  9:40 PM","2020-07-18,  9:40 PM",
Feeding,Left breast,"2020-07-18,  8:42 PM","2020-07-18,  8:50 PM",
Leisure,Outdoors,"2020-07-18,  8:01 PM","2020-07-18,  9:38 PM",
Sleep,,"2020-07-18,  6:47 PM","2020-07-18,  7:15 PM",
Diapers,Mixed,"2020-07-18,  4:36 PM","2020-07-18,  4:36 PM",
Feeding,Right breast,"2020-07-18,  3:43 PM","2020-07-18,  4:01 PM",
Sleep,,"2020-07-18,  3:32 PM","2020-07-18,  4:06 PM",
Feeding,Right breast,"2020-07-18,  3:26 PM","2020-07-18,  3:29 PM",
Diapers,Mixed,"2020-07-18,  2:41 PM","2020-07-18,  2:41 PM",
Feeding,Left breast,"2020-07-18,  1:24 PM","2020-07-18,  1:33 PM",
Feeding,Right breast,"2020-07-18,  11:04 AM","2020-07-18,  11:04 AM",
Sleep,,"2020-07-18,  11:00 AM","2020-07-18,  1:20 PM",
Feeding,Right breast,"2020-07-18,  10:50 AM","2020-07-18,  11:04 AM",
Diapers,Mixed,"2020-07-18,  10:50 AM","2020-07-18,  10:50 AM",
Feeding,Right breast,"2020-07-18,  10:49 AM","2020-07-18,  10:49 AM",
Feeding,Right breast,"2020-07-18,  9:45 AM","2020-07-18,  9:45 AM",
Feeding,Right breast,"2020-07-18,  9:43 AM","2020-07-18,  9:45 AM",
Feeding,Right breast,"2020-07-18,  9:40 AM","2020-07-18,  9:43 AM",
Diapers,Wet,"2020-07-18,  9:40 AM","2020-07-18,  9:40 AM",
Feeding,Right breast,"2020-07-18,  8:53 AM","2020-07-18,  8:56 AM",
Diapers,Mixed,"2020-07-18,  8:50 AM","2020-07-18,  8:50 AM",
Sleep,,"2020-07-18,  7:21 AM","2020-07-18,  8:30 AM",
Feeding,Left breast,"2020-07-18,  6:54 AM","2020-07-18,  7:32 AM",
Diapers,Wet,"2020-07-18,  6:21 AM","2020-07-18,  6:21 AM",
Feeding,Left breast,"2020-07-18,  6:20 AM","2020-07-18,  6:22 AM",
Feeding,Right breast,"2020-07-18,  3:59 AM","2020-07-18,  4:14 AM",
Feeding,Left breast,"2020-07-18,  12:53 AM","2020-07-18,  1:43 AM",
Feeding,Left breast,"2020-07-17,  10:59 PM","2020-07-17,  11:05 PM",
Sleep,,"2020-07-17,  10:23 PM","2020-07-18,  5:56 AM",
Leisure,Bath time,"2020-07-17,  9:05 PM","2020-07-17,  9:20 PM",
Diapers,Mixed,"2020-07-17,  9:00 PM","2020-07-17,  9:00 PM",
Sleep,,"2020-07-17,  8:23 PM","2020-07-17,  8:52 PM",
Feeding,Right breast,"2020-07-17,  8:14 PM","2020-07-17,  8:50 PM",
Feeding,Right breast,"2020-07-17,  8:09 PM","2020-07-17,  8:09 PM",
Feeding,Right breast,"2020-07-17,  8:05 PM","2020-07-17,  8:07 PM",
Leisure,Outdoors,"2020-07-17,  6:39 PM","2020-07-17,  7:50 PM",
Diapers,Mixed,"2020-07-17,  6:30 PM","2020-07-17,  6:30 PM",
Diapers,Mixed,"2020-07-17,  6:11 PM","2020-07-17,  6:11 PM",
Sleep,,"2020-07-17,  5:15 PM","2020-07-17,  5:54 PM",
Feeding,Left breast,"2020-07-17,  5:07 PM","2020-07-17,  5:52 PM",
Feeding,Left breast,"2020-07-17,  4:12 PM","2020-07-17,  4:13 PM",
Feeding,Left breast,"2020-07-17,  3:32 PM","2020-07-17,  3:34 PM",
Diapers,Mixed,"2020-07-17,  3:00 PM","2020-07-17,  3:00 PM",
Sleep,,"2020-07-17,  1:31 PM","2020-07-17,  2:33 PM",
Feeding,Right breast,"2020-07-17,  12:47 PM","2020-07-17,  1:16 PM",
Sleep,,"2020-07-17,  12:46 PM","2020-07-17,  1:17 PM",
Feeding,Right breast,"2020-07-17,  12:42 PM","2020-07-17,  12:43 PM",
Feeding,Right breast,"2020-07-17,  12:41 PM","2020-07-17,  12:42 PM",
Feeding,Right breast,"2020-07-17,  12:39 PM","2020-07-17,  12:40 PM",
Diapers,Mixed,"2020-07-17,  11:00 AM","2020-07-17,  11:00 AM",
Feeding,Left breast,"2020-07-17,  10:53 AM","2020-07-17,  11:03 AM",
Sleep,,"2020-07-17,  10:49 AM","2020-07-17,  11:09 AM",
Feeding,Left breast,"2020-07-17,  10:44 AM","2020-07-17,  10:53 AM",
Feeding,Left breast,"2020-07-17,  10:42 AM","2020-07-17,  10:43 AM",
Feeding,Left breast,"2020-07-17,  10:39 AM","2020-07-17,  10:41 AM",
Feeding,Left breast,"2020-07-17,  10:38 AM","2020-07-17,  10:38 AM",
Feeding,Left breast,"2020-07-17,  9:17 AM","2020-07-17,  9:19 AM",
Diapers,Mixed,"2020-07-17,  9:14 AM","2020-07-17,  9:14 AM",
Sleep,,"2020-07-17,  6:52 AM","2020-07-17,  9:00 AM",
Feeding,Left breast,"2020-07-17,  6:45 AM","2020-07-17,  6:52 AM",
Feeding,Right breast,"2020-07-17,  6:35 AM","2020-07-17,  6:36 AM",
Feeding,Right breast,"2020-07-17,  6:30 AM","2020-07-17,  6:34 AM",
Feeding,Right breast,"2020-07-17,  6:28 AM","2020-07-17,  6:28 AM",
Feeding,Right breast,"2020-07-17,  6:25 AM","2020-07-17,  6:26 AM",
Feeding,Right breast,"2020-07-17,  6:23 AM","2020-07-17,  6:25 AM",
Feeding,Right breast,"2020-07-17,  6:21 AM","2020-07-17,  6:22 AM",
Diapers,Mixed,"2020-07-17,  6:20 AM","2020-07-17,  6:20 AM",
Feeding,Right breast,"2020-07-17,  6:20 AM","2020-07-17,  6:21 AM",
Feeding,Right breast,"2020-07-17,  6:03 AM","2020-07-17,  6:05 AM",
Feeding,Right breast,"2020-07-17,  6:00 AM","2020-07-17,  6:02 AM",
Feeding,Right breast,"2020-07-17,  5:59 AM","2020-07-17,  5:59 AM",
Feeding,Right breast,"2020-07-17,  5:58 AM","2020-07-17,  5:59 AM",
Feeding,Right breast,"2020-07-17,  5:57 AM","2020-07-17,  5:58 AM",
Feeding,Right breast,"2020-07-17,  5:55 AM","2020-07-17,  5:57 AM",
Sleep,,"2020-07-17,  3:39 AM","2020-07-17,  5:52 AM",
Feeding,Left breast,"2020-07-17,  3:33 AM","2020-07-17,  3:39 AM",
Feeding,Right breast,"2020-07-17,  1:21 AM","2020-07-17,  1:46 AM",
Sleep,,"2020-07-16,  11:21 PM","2020-07-17,  3:34 AM",
Feeding,Right breast,"2020-07-16,  11:05 PM","2020-07-16,  11:06 PM",
Feeding,Right breast,"2020-07-16,  11:04 PM","2020-07-16,  11:05 PM",
Diapers,Wet,"2020-07-16,  11:00 PM","2020-07-16,  11:00 PM",
Sleep,,"2020-07-16,  9:24 PM","2020-07-16,  10:00 PM",
Feeding,Left breast,"2020-07-16,  9:19 PM","2020-07-16,  9:56 PM",
Feeding,Left breast,"2020-07-16,  9:18 PM","2020-07-16,  9:19 PM",
Feeding,Left breast,"2020-07-16,  9:16 PM","2020-07-16,  9:16 PM",
Feeding,Left breast,"2020-07-16,  9:15 PM","2020-07-16,  9:16 PM",
Leisure,Outdoors,"2020-07-16,  7:34 PM","2020-07-16,  9:00 PM",
Diapers,Mixed,"2020-07-16,  7:34 PM","2020-07-16,  7:34 PM",
Feeding,Right breast,"2020-07-16,  6:05 PM","2020-07-16,  6:36 PM",
Sleep,,"2020-07-16,  6:02 PM","2020-07-16,  6:37 PM",
Feeding,Right breast,"2020-07-16,  5:51 PM","2020-07-16,  5:53 PM",
Feeding,Right breast,"2020-07-16,  5:02 PM","2020-07-16,  5:04 PM",
Diapers,Mixed,"2020-07-16,  4:45 PM","2020-07-16,  4:45 PM",
Feeding,Left breast,"2020-07-16,  2:18 PM","2020-07-16,  2:39 PM",
Sleep,,"2020-07-16,  12:52 PM","2020-07-16,  3:46 PM",
Diapers,Mixed,"2020-07-16,  11:48 AM","2020-07-16,  11:48 AM",
Feeding,Right breast,"2020-07-16,  10:58 AM","2020-07-16,  11:23 AM",
Sleep,,"2020-07-16,  10:54 AM","2020-07-16,  11:25 AM",
Feeding,Right breast,"2020-07-16,  10:44 AM","2020-07-16,  10:45 AM",
Feeding,Right breast,"2020-07-16,  10:41 AM","2020-07-16,  10:43 AM",
Feeding,Right breast,"2020-07-16,  10:39 AM","2020-07-16,  10:40 AM",
Feeding,Right breast,"2020-07-16,  10:35 AM","2020-07-16,  10:37 AM",
Diapers,Mixed,"2020-07-16,  10:09 AM","2020-07-16,  10:09 AM",
Feeding,Right breast,"2020-07-16,  9:58 AM","2020-07-16,  9:59 AM",
Diapers,Wet,"2020-07-16,  9:36 AM","2020-07-16,  9:36 AM",
Sleep,,"2020-07-16,  7:29 AM","2020-07-16,  9:05 AM",
Feeding,Left breast,"2020-07-16,  7:12 AM","2020-07-16,  7:29 AM",
Feeding,Right breast,"2020-07-16,  3:51 AM","2020-07-16,  4:14 AM",
Feeding,Right breast,"2020-07-16,  1:40 AM","2020-07-16,  1:53 AM",
Sleep,,"2020-07-15,  11:06 PM","2020-07-16,  7:13 AM",
Feeding,Left breast,"2020-07-15,  10:57 PM","2020-07-15,  11:27 PM",
Feeding,Left breast,"2020-07-15,  10:53 PM","2020-07-15,  10:54 PM",
Feeding,Left breast,"2020-07-15,  9:04 PM","2020-07-15,  9:10 PM",
Feeding,Left breast,"2020-07-15,  9:02 PM","2020-07-15,  9:02 PM",
Feeding,Left breast,"2020-07-15,  9:00 PM","2020-07-15,  9:02 PM",
Leisure,Bath time,"2020-07-15,  8:35 PM","2020-07-15,  8:50 PM",
Diapers,Wet,"2020-07-15,  8:30 PM","2020-07-15,  8:30 PM",
Feeding,Right breast,"2020-07-15,  7:33 PM","2020-07-15,  7:37 PM",
Diapers,Wet,"2020-07-15,  6:52 PM","2020-07-15,  6:52 PM",
Feeding,Right breast,"2020-07-15,  6:42 PM","2020-07-15,  6:42 PM",
Feeding,Right breast,"2020-07-15,  6:35 PM","2020-07-15,  6:38 PM",
Sleep,,"2020-07-15,  5:41 PM","2020-07-15,  6:13 PM",
Feeding,Right breast,"2020-07-15,  5:25 PM","2020-07-15,  5:27 PM",
Leisure,Outdoors,"2020-07-15,  3:45 PM","2020-07-15,  6:10 PM",
Diapers,Wet,"2020-07-15,  3:00 PM","2020-07-15,  3:00 PM",
Feeding,Left breast,"2020-07-15,  2:14 PM","2020-07-15,  2:37 PM",
Sleep,,"2020-07-15,  2:12 PM","2020-07-15,  2:47 PM",
Diapers,Mixed,"2020-07-15,  12:40 PM","2020-07-15,  12:40 PM",
Feeding,Right breast,"2020-07-15,  11:30 AM","2020-07-15,  12:02 PM",
Sleep,,"2020-07-15,  11:30 AM","2020-07-15,  12:02 PM",
Feeding,Right breast,"2020-07-15,  11:22 AM","2020-07-15,  11:24 AM",
Diapers,Mixed,"2020-07-15,  11:21 AM","2020-07-15,  11:21 AM",
Feeding,Right breast,"2020-07-15,  11:20 AM","2020-07-15,  11:20 AM",
Feeding,Right breast,"2020-07-15,  10:42 AM","2020-07-15,  10:45 AM",
Diapers,Mixed,"2020-07-15,  9:33 AM","2020-07-15,  9:33 AM",
Sleep,,"2020-07-15,  8:31 AM","2020-07-15,  9:24 AM",
Feeding,Left breast,"2020-07-15,  8:21 AM","2020-07-15,  8:31 AM",
Sleep,,"2020-07-15,  5:00 AM","2020-07-15,  8:19 AM",
Feeding,Right breast,"2020-07-15,  4:43 AM","2020-07-15,  5:24 AM",
Sleep,,"2020-07-15,  4:27 AM","2020-07-15,  4:42 AM",
Feeding,Left breast,"2020-07-15,  4:23 AM","2020-07-15,  4:23 AM",
Feeding,Left breast,"2020-07-15,  4:19 AM","2020-07-15,  4:21 AM",
Diapers,Mixed,"2020-07-15,  3:48 AM","2020-07-15,  3:48 AM",
Feeding,Left breast,"2020-07-15,  3:17 AM","2020-07-15,  3:29 AM",
Feeding,Right breast,"2020-07-15,  12:41 AM","2020-07-15,  12:47 AM",
Feeding,Right breast,"2020-07-15,  12:39 AM","2020-07-15,  12:40 AM",
Feeding,Right breast,"2020-07-15,  12:30 AM","2020-07-15,  12:32 AM",
Sleep,,"2020-07-15,  12:28 AM","2020-07-15,  3:35 AM",
Feeding,Right breast,"2020-07-15,  12:27 AM","2020-07-15,  12:27 AM",
Feeding,Right breast,"2020-07-15,  12:24 AM","2020-07-15,  12:27 AM",
